source,spectral_type_string,spectral_type_code,2MASS.H,2MASS.J,2MASS.Ks,WISE.W1,WISE.W2
GU Psc b,T3.5,83.5,,,,15.647,15.149
HD 44627B,L0: VL-G,70.0,14.63,16.12,14.08,,
HIP 11161B,L1.5,71.5,,,,15.019,14.863
HIP 2397B,L0.5,70.5,,,,13.116,12.885
HIP 26653B,L1.5,71.5,13.91,14.756,13.322,,
HIP 38939B,T4.5,84.5,15.796,16.124,,15.774,13.863
HIP 59933B,L1,71.0,,,,14.166,14.052
HIP 63506C,L1,71.0,,,,13.718,13.512
HIP 6407B,L1,71.0,,,,13.862,13.623
HIP 70849B,T4.5,84.5,,,,15.173,13.844
HIP 73169B,L2.5,72.5,15.047,16.007,14.36,13.964,13.698
HIP 73786B,T6 pec,86.0,,,,16.207,14.307
HIP 85365B,L5.5,75.5,,,,13.797,13.606
HIP 9269B,L6,76.0,14.99,15.956,14.317,,
HQT-3,L9-T0,79.0,,,,17.019,16.428
HQT-9,T6:,86.0,,,,18.024,16.787
HSC J020421.81-024421.1,L9,79.0,,,,15.649,14.711
Hya02,L1.5,71.5,,,,13.656,13.362
Hya03,L0.5,70.5,,,,13.929,13.724
Hya08,L0.5,70.5,,,,13.722,13.49
Hya09,L2,72.0,,,,13.942,13.588
Hya10,L1,71.0,,,,14.01,13.744
Hya12,L3.5,73.5,,,,14.219,13.877
Hya12,L6: (red),76.0,,,,14.219,13.877
IRAC J142950.8+333011,T4.5,84.5,,,,16.558,15.087
IRAC J142950.8+333011,T5::,85.0,,,,16.558,15.087
IfA 0230-Z1,T3,83.0,,,,17.308,15.903
L 97-3B,Y1,91.0,,,,19.578,16.691
LHS 2803B,T5.5,85.5,,,,16.202,14.169
LSPM J0241+2553B,L1,71.0,16.028,17.027,15.331,15.035,14.809
LSPM J0632+5053B,L1.5,71.5,,,,14.938,14.746
LSPM J1336+2541B,L4,74.0,,,,14.858,14.617
Lup 153927-344844,L0::,70.0,,,,14.746,14.347
NLTT 1011B,L2,72.0,,,,13.766,13.492
NLTT 26746B,L4,74.0,,,,14.069,13.847
NLTT 27966B,L4,74.0,,,,14.19,13.916
NLTT 31450B,L6,76.0,15.048,16.135,14.331,13.781,13.47
NLTT 35593B,L2,72.0,,,,14.476,14.26
NLTT 44368B,L1.5,71.5,13.907,14.736,13.467,13.408,13.14
PLIZ 28,L0,70.0,,,,15.742,15.512
PLIZ 35,L1,71.0,,,,15.965,15.663
PM I22118-1005B,L1.5,71.5,,,,13.622,13.416
PSO J004.1834+23.0741,T0,80.0,,,,14.41,13.792
PSO J004.6359+56.8370,T4.5,84.5,,,,15.454,14.257
PSO J004.7148+51.8918,L7,77.0,,,,13.608,13.098
PSO J004.7818+41.0231,L0.1: FLD-G,70.1,13.489,14.15,13.077,12.733,12.477
PSO J005.6302-06.8669,T3,83.0,,,,14.463,13.702
PSO J007.9194+33.5961,L9,79.0,15.43,16.45,14.49,13.682,13.268
PSO J011.1793-03.7847,T2,82.0,,,,14.783,13.742
PSO J023.8557+02.0884,L9.5,79.5,15.481,16.622,15.123,14.333,13.907
PSO J024.4369+09.1360,T3.5,83.5,,,,15.603,14.464
PSO J031.5651+20.9097,T5.5,85.5,,,,16.271,14.71
PSO J039.6352-21.7746,L2.6: INT-G,72.6,,,,13.407,13.135
PSO J041.5426+01.9456,L8.5,78.5,,,,14.248,13.71
PSO J048.9806+07.5414,L6: (blue),76.0,15.83,17.02,15.43,14.848,14.491
PSO J049.1124+17.0885,L9.5,79.5,16.39,16.96,15.75,15.206,14.731
PSO J049.1159+26.8409,T2.5,82.5,15.592,16.585,15.5,14.984,13.928
PSO J052.2746+13.3754,T3.5,83.5,15.837,16.479,15.606,15.386,14.302
PSO J052.7214-03.8409,L9:,79.0,15.16,16.47,14.71,13.671,13.035
PSO J054.8149-11.7792,L3:,73.0,15.83,16.79,15.06,14.44,14.074
PSO J055.0493-21.1704,T2,82.0,,,,15.44,14.507
PSO J057.2893+15.2433,L7 (red),77.0,,,,13.818,13.254
PSO J060.3200+25.9645,L1: VL-G,71.0,,,,14.944,14.356
PSO J062.3459+11.1794,T3.5,83.5,,,,15.222,14.138
PSO J069.7303+04.3834,T2,82.0,15.812,16.436,14.9,14.26,13.617
PSO J071.4708+36.4930,L6:,76.0,15.78,16.83,15.03,14.189,13.762
PSO J077.1034+24.3810,L2: VL-G,72.0,,,,15.15,14.716
PSO J078.9904+31.0171,L1.5 VL-G,71.5,,,,14.706,14.111
PSO J085.1080-18.0445,T5,85.0,,,,15.808,14.301
PSO J087.7749-12.6537,L8,78.0,15.69,16.63,14.71,13.825,13.46
PSO J088.0452+43.2123,L4 pec,74.0,15.48,16.37,14.87,14.164,13.779
PSO J088.3324-24.4439,L1:,71.0,,,,15.435,15.133
PSO J088.5709-00.1430,T4.5,84.5,,,,15.532,14.348
PSO J089.1751-09.4513,T5.5,85.5,,,,16.06,14.556
PSO J103.0927+41.4601,T0,80.0,14.46,15.48,13.89,13.138,12.47
PSO J108.4590+38.2086,L7,77.0,15.72,16.92,14.92,13.973,13.491
PSO J109.4864+46.5278,T0,80.0,,,,15.28,14.85
PSO J117.0600-01.6779,T5.5,85.5,,,,16.275,14.574
PSO J127.4696+10.5777,L4,74.0,,,,14.626,14.184
PSO J127.5648-11.1861,T3,83.0,,,,15.162,13.982
PSO J133.8016-02.5658,T0 pec,80.0,15.31,16.1,14.96,14.157,13.632
PSO J135.0395+32.0845,L1.5 FLD-G,71.5,15.1,15.84,14.5,,
PSO J135.7840+16.9932,T0 pec,80.0,15.78,16.49,15.48,14.511,13.99
PSO J136.5380-14.3267,T3.5,83.5,,,,15.623,14.533
PSO J136.5494-06.1944,L2 pec FLD-G,72.0,14.13,14.82,13.66,13.265,12.859
PSO J143.6774-29.8356,L1,71.0,16.05,16.41,15.21,14.907,14.636
PSO J146.0144+05.1319,L1 FLD-G,71.0,15.984,16.807,15.634,15.139,14.917
PSO J147.5092-27.6337,L0.5,70.5,16.22,16.89,15.46,15.335,15.008
PSO J149.0341-14.7857,L9,79.0,15.059,16.276,14.219,13.551,12.821
PSO J149.1907-19.1730,L5 pec,75.0,14.323,15.208,13.853,13.246,12.944
PSO J152.2977+15.9912,L1.5,71.5,15.575,16.885,15.447,15.07,14.716
PSO J158.1597+05.2231,L2 (blue) FLD-G,72.0,,,,14.897,14.613
PSO J159.0433-27.6357,L2,72.0,15.31,15.92,14.62,14.415,14.121
PSO J159.2399-26.3885,T1.5,81.5,16.01,16.81,15.3,14.651,14.016
PSO J160.0416-21.3281,T2 pec,82.0,16.06,16.58,15.47,14.956,14.235
PSO J167.1132+08.6331,L8,78.0,15.5,16.581,15.033,14.167,13.729
PSO J168.1800-27.2264,T2.5,82.5,,,,16.171,15.233
PSO J175.2003+16.1403,L5,75.0,16.135,16.864,15.228,14.571,14.281
PSO J175.8169-20.4072,T2,82.0,,,,15.578,14.671
PSO J180.1475-28.6160,T0,80.0,15.066,15.981,14.678,14.402,13.779
PSO J182.6569-26.6197,L2,72.0,15.73,16.48,15.2,14.796,14.512
PSO J183.4547+40.7901,T4,84.0,,,,16.498,15.285
PSO J183.9318-09.7914,L0,70.0,15.45,16.33,14.85,14.445,14.144
PSO J192.6717-21.8250,T2.5,82.5,,,,15.731,14.721
PSO J201.0320+19.1072,T3.5,83.5,15.467,15.769,15.415,15.067,13.838
PSO J202.1635-03.7660,T4.5,84.5,,,,15.774,14.527
PSO J207.7496+29.4240,T0: pec,80.0,15.79,16.968,15.413,14.467,13.829
PSO J218.4532+50.7231,T2.5,82.5,,,,15.847,14.822
PSO J218.5616-27.8952,L6,76.0,15.6,16.58,14.83,14.043,13.744
PSO J224.3820+47.4057,T7,87.0,,,,16.63,14.717
PSO J226.2599-28.8959,T1.5,81.5,15.238,15.832,15.056,14.088,13.327
PSO J229.2354-26.6737,L0:,70.0,,,,14.685,14.449
PSO J231.7900-26.4494,L0: VL-G,70.0,,,,14.197,13.841
PSO J231.8943-29.0599,L0: VL-G,70.0,,,,13.863,13.526
PSO J239.7016-23.2664,L0: VL-G,70.0,,,,14.488,14.009
PSO J241.1376+39.0369,T2,82.0,,,,16.053,15.092
PSO J242.9129+02.4856,T1,81.0,,,,15.379,14.596
PSO J244.1180+06.3598,L9 (red),79.0,,,,14.745,14.17
PSO J244.6801+08.7185,T4.5,84.5,,,,16.372,15.135
PSO J246.1033-19.6194,T2,82.0,,,,14.927,13.962
PSO J246.4222+15.4698,T4.5,84.5,16.91,16.772,17.14,16.489,14.745
PSO J258.2413+06.7612,T0 pec,80.0,15.34,16.161,14.78,14.096,13.553
PSO J260.3363+46.6739,L9,79.0,15.83,16.859,15.23,14.422,13.913
PSO J260.9762+04.2354,T2.5,82.5,,,,15.218,14.258
PSO J261.2881+22.9269,T5,85.0,,,,16.508,15.141
PSO J265.0759+11.4855,T0.5,80.5,,,,15.419,14.944
PSO J272.0887-04.9943,T1.5 pec,81.5,,,,14.959,14.159
PSO J274.0908+30.5470,T3,83.0,,,,16.216,14.942
PSO J276.8234+22.4380,L9,79.0,15.58,16.91,14.87,13.956,13.425
PSO J280.2973+63.2600,L9.5,79.5,15.34,16.13,14.83,14.134,13.536
PSO J282.5878+34.7691,L1,71.0,16.26,17.25,15.4,,
PSO J284.7214+39.3189,T4,84.0,,,,16.18,15.175
PSO J291.2688+68.5310,T1,81.0,16.11,16.61,15.49,15.053,14.465
PSO J306.0126+16.7969,L2.3: INT-G?,72.3,14.559,15.577,13.977,13.282,12.98
PSO J308.9834-09.7312,L4.5,74.5,,,,15.668,15.517
PSO J313.1577-26.0050,L1,71.0,,,,15.629,15.457
PSO J316.5156+04.1173,L6 (blue) FLD-G,76.0,16.02,16.81,15.59,14.771,14.444
PSO J318.4243+35.1277,L0.9: INT-G,70.9,,,,12.212,11.872
PSO J321.1619+18.8243,L9,79.0,15.89,17.03,15.36,14.675,13.977
PSO J323.1320+29.5308,T4.5,84.5,,,,15.876,14.309
PSO J329.8288+03.0840,T1:,81.0,,,,14.915,14.383
PSO J330.3214+32.3686,T2.5,82.5,15.44,16.35,15.34,14.673,13.672
PSO J331.9397-07.0570,L7,77.0,15.96,17.41,15.66,14.555,14.071
PSO J334.1193+19.8800,T3,83.0,,,,15.744,14.547
PSO J334.2624+28.9438,L3.5: INT-G,73.5,15.898,16.839,15.078,14.316,13.906
PSO J334.8034+11.2278,L5,75.0,15.28,16.74,14.82,14.085,13.733
PSO J336.9036-18.9148,L6:: (red) VL-G,76.0,15.76,17.0,15.24,14.134,13.661
PSO J338.8587+31.4729,L2 pec FLD-G,72.0,,,,15.023,14.731
PSO J341.4606-28.7798,T4,84.0,,,,15.577,14.466
PSO J341.7509-15.1075,L5 FLD-G,75.0,15.4,16.41,14.83,14.168,13.875
PSO J342.3797-16.4665,L5:,75.0,15.262,16.121,14.831,14.064,13.751
PSO J344.8146+20.1917,L2.5 INT-G,72.5,15.66,16.58,14.85,14.306,13.97
PSO J346.3203-11.1654,L8.5,78.5,15.91,17.7,15.4,14.594,14.221
PSO J346.5281-15.9406,L7,77.0,15.253,16.694,14.775,13.869,13.414
PSO J350.4673-19.0783,L4.5,74.5,15.85,17.15,15.15,14.6,14.278
PSO J353.0517-29.8947,L1:,71.0,16.84,17.03,15.69,15.727,15.436
PSO J353.6355+13.2209,L8:,78.0,,,,13.794,13.315
PSO J354.3709+57.7939,T2.5,82.5,,,,14.783,14.054
PSO J357.8314+49.6330,T0 (blue),80.0,,,,14.791,14.247
PSO J358.5527+22.1393,L1.9: INT-G?,71.9,,,,13.635,13.375
PSO J359.8867-01.8651,T1,81.0,16.03,17.24,16.09,15.231,14.666
S Ori 47,L0,70.0,,,,15.237,15.031
S Ori 47,L1.5,71.5,,,,15.237,15.031
S Ori 52,L0,70.0,,,,15.932,15.924
S Ori 56,L0.5,70.5,,,,16.491,16.171
S Ori 58,L0:,70.0,,,,17.072,16.328
S Ori 61,L0:,70.0,,,,17.889,16.977
S Ori 62,L2:,72.0,,,,17.331,17.166
S Ori 65,L3.5::,73.5,,,,17.137,18.055
S Ori 66,L3.5,73.5,,,,17.507,16.661
S Ori 68,L5::,75.0,,,,14.226,14.023
S Ori 71,L0,70.0,,,,15.516,14.902
SDSS J000250.98+245413.8,L5.5,75.5,16.06,17.165,15.656,14.834,14.574
SDSS J000614.06+160454.5,L0,70.0,15.838,16.591,15.091,15.097,14.917
SDSS J000632.60+140606.3,L0,70.0,15.302,15.849,15.06,14.303,14.05
SDSS J000632.60+140606.3,L0.4,70.4,15.302,15.849,15.06,14.303,14.05
SDSS J000646.81+151225.8,L4.3,74.3,15.247,16.221,14.811,14.145,13.886
SDSS J001608.44-004302.3,L5.5,75.5,15.229,16.326,14.541,13.836,13.444
SDSS J001637.62-103911.2,L0,70.0,14.78,15.455,14.533,14.076,13.831
SDSS J001911.65+003017.8,L0.4,70.4,14.18,14.921,13.57,13.25,13.014
SDSS J001911.65+003017.8,L1,71.0,14.18,14.921,13.57,13.25,13.014
SDSS J002138.86+002605.8,L1.5,71.5,,,,15.739,15.508
SDSS J002209.31-011040.2,L0,70.0,15.087,15.816,14.699,14.387,14.11
SDSS J002611.45-094341.1,L1,71.0,14.999,15.601,14.379,14.032,13.829
SDSS J002800.37+010252.0,L0,70.0,,,,16.302,16.231
SDSS J003609.26+241343.3,L5.5,75.5,16.108,17.033,15.657,14.782,14.451
SDSS J003843.99+134339.5,L0.6,70.6,15.203,15.908,14.758,14.428,14.249
SDSS J003843.99+134339.5,L1,71.0,15.203,15.908,14.758,14.428,14.249
SDSS J004058.93+152845.0,L1,71.0,,,,15.113,14.974
SDSS J004154.54+134135.5,L0,70.0,13.673,14.454,13.236,12.893,12.609
SDSS J004154.54+134135.5,L0.6,70.6,13.673,14.454,13.236,12.893,12.609
SDSS J004221.15+145923.9,L1,71.0,16.093,16.679,15.579,15.405,15.191
SDSS J005349.11-011354.4,L0,70.0,,,,16.199,16.232
SDSS J005636.22-011131.9,L1.5,71.5,,,,15.97,15.754
SDSS J005705.55-084624.2,L0,70.0,14.917,15.698,14.356,14.058,13.789
SDSS J005935.48+150905.0,L0,70.0,15.582,16.544,15.172,14.927,14.704
SDSS J010718.70+132656.2,L0,70.0,16.207,16.576,15.34,15.361,15.047
SDSS J010840.49+134739.3,L0,70.0,15.715,16.293,,14.93,14.647
SDSS J010859.24-104546.3,L0,70.0,15.722,16.334,15.339,14.856,14.534
SDSS J011014.30+010619.1,L4,74.0,,,,15.214,14.988
SDSS J011816.78+141841.4,L1,71.0,,,,15.444,15.254
SDSS J011912.22+240331.6,T2,82.0,,,,15.558,14.737
SDSS J012236.30+153339.4,L0,70.0,15.494,16.147,14.882,14.775,14.424
SDSS J012743.51+135420.9,L5,75.0,15.899,16.829,15.43,14.505,14.215
SDSS J012743.51+135420.9,L5.5,75.5,15.899,16.829,15.43,14.505,14.215
SDSS J014658.14+002132.7,L0,70.0,16.296,16.564,15.404,15.205,14.903
SDSS J014956.27+001647.8,L0.5,70.5,,,,15.659,15.45
SDSS J015354.23+140452.9,L0,70.0,14.484,15.208,13.958,13.634,13.389
SDSS J020333.26-010812.5,L5:,75.0,,,,15.455,14.986
SDSS J020551.36-075925.0,L2,72.0,15.169,16.031,14.358,14.013,13.698
SDSS J020551.36-075925.0,L3,73.0,15.169,16.031,14.358,14.013,13.698
SDSS J020608.97+223559.2,L4.5 blue,74.5,15.538,16.556,15.162,14.3,13.876
SDSS J020735.60+135556.3,L3,73.0,14.474,15.462,13.808,13.487,13.298
SDSS J020735.60+135556.3,L3:,73.0,14.474,15.462,13.808,13.487,13.298
SDSS J021128.25+141003.8,L1,71.0,15.423,16.128,15.009,14.558,14.363
SDSS J021248.51+221822.0,L0,70.0,,,,15.43,15.182
SDSS J022723.77-005518.6,L0,70.0,,,,15.902,15.851
SDSS J022754.95+002619.9,L0,70.0,15.869,16.531,15.322,15.071,14.877
SDSS J023547.56-084919.8,L2,72.0,14.812,15.571,14.191,13.788,13.543
SDSS J024256.98+212319.6,L4,74.0,15.938,16.977,15.474,14.687,14.375
SDSS J024749.90-163112.6,T2:,82.0,16.17,17.186,15.616,15.177,14.42
SDSS J025601.86+011047.2,L0,70.0,15.696,16.212,15.216,14.959,14.693
SDSS J030536.54-064216.3,L0,70.0,15.51,15.987,14.758,14.606,14.367
SDSS J031740.38+061303.8,L3,73.0,15.6,16.365,14.908,14.672,14.515
SDSS J033456.32+010618.7,L0.5,70.5,,,,15.918,15.564
SDSS J033726.70-002259.3,L0,70.0,,,,15.878,15.507
SDSS J034408.91+011124.9,L1,71.0,13.913,14.737,13.516,13.103,12.794
SDSS J034408.91+011124.9,L2.9:,72.9,13.913,14.737,13.516,13.103,12.794
SDSS J035048.62-051812.8,L1,71.0,15.525,16.327,15.125,14.721,14.507
SDSS J035308.54+103056.0,L0.9,70.9,14.651,15.45,14.181,13.747,13.512
SDSS J035308.54+103056.0,L1,71.0,14.651,15.45,14.181,13.747,13.512
SDSS J035448.73-002742.1,L2:,72.0,16.19,17.282,15.739,15.706,15.473
SDSS J035721.11-064126.0,L0,70.0,15.06,15.953,14.599,14.411,14.234
SDSS J040100.96-060933.0,L4:,74.0,,,,15.065,14.905
SDSS J042230.66+072342.9,L1,71.0,14.915,15.771,14.446,14.074,13.882
SDSS J062621.22+002934.2,L0.3,70.3,15.21,15.93,14.86,14.338,14.164
SDSS J062621.22+002934.2,L1,71.0,15.21,15.93,14.86,14.338,14.164
SDSS J065405.63+652805.4,L6:,76.0,15.196,16.138,14.603,14.029,13.76
SDSS J073519.59+410850.4,L0,70.0,15.248,15.78,14.853,14.446,14.107
SDSS J073922.26+661503.5,T1.5:,81.5,15.998,16.823,15.831,15.461,14.669
SDSS J074007.30+200921.9,L6:,76.0,15.745,17.291,15.084,14.428,14.078
SDSS J074227.46+412620.8,L0,70.0,14.018,14.784,13.593,13.302,13.084
SDSS J074231.29+180816.5,L0,70.0,14.108,14.881,13.643,13.316,13.046
SDSS J074434.60+320705.1,L0,70.0,15.662,16.332,15.41,,14.794
SDSS J074515.08+254619.1,L0,70.0,15.655,16.436,15.328,14.964,14.781
SDSS J074656.83+251019.0,L0,70.0,15.716,16.763,15.744,15.375,15.245
SDSS J074756.31+394732.9,L0,70.0,14.163,15.076,13.724,13.385,13.191
SDSS J074838.61+174332.9,L5 FLD-G,75.0,15.18,16.27,14.42,13.708,13.36
SDSS J075004.93+330618.0,L0,70.0,15.365,16.141,15.195,14.674,14.457
SDSS J075054.74+445418.7,L0,70.0,14.456,15.132,14.247,13.759,13.443
SDSS J075256.70+173433.8,L0,70.0,15.8,16.43,15.34,15.403,15.223
SDSS J075259.43+413634.6,L0,70.0,15.601,16.356,15.17,14.901,14.699
SDSS J075515.26+293445.4,L3.5:,73.5,16.231,17.229,15.638,15.086,14.888
SDSS J075656.54+231458.5,L3.5:,73.5,15.552,16.773,14.994,14.201,13.899
SDSS J075752.70+091410.0,L3.7:,73.7,14.83,15.86,14.09,13.632,13.384
SDSS J075910.45+242712.5,L0,70.0,14.98,15.736,14.479,14.2,14.007
SDSS J080027.57+551134.1,L1,71.0,13.819,14.623,13.36,12.889,12.561
SDSS J080048.13+465825.5,L1.3,71.3,14.549,15.513,14.315,13.809,13.565
SDSS J080048.13+465825.5,L2,72.0,14.549,15.513,14.315,13.809,13.565
SDSS J080054.27+241316.8,L0,70.0,14.99,15.798,14.684,14.441,14.304
SDSS J080159.52+480628.6,L0,70.0,15.06,16.012,14.818,14.415,14.103
SDSS J080255.75+332143.6,L2,72.0,,,,13.81,13.592
SDSS J080322.77+123845.3,L2.5,72.5,15.436,16.308,15.227,14.674,14.385
SDSS J080519.69+492504.8,L0,70.0,,,,15.132,14.907
SDSS J080531.84+481233.0,L4,74.0,13.917,14.734,13.444,12.952,12.529
SDSS J080531.84+481233.0,L9:,79.0,13.917,14.734,13.444,12.952,12.529
SDSS J080549.90+511312.6,L1,71.0,,,,13.594,13.357
SDSS J080550.06+533531.4,L0,70.0,15.504,16.21,15.042,14.818,14.669
SDSS J080858.99+410741.0,L2,72.0,,,,14.013,13.801
SDSS J081253.19+372104.2,L3,73.0,,,,14.019,13.835
SDSS J081301.02+322807.9,L3,73.0,15.088,15.953,14.539,14.191,13.977
SDSS J081556.74+452411.8,L1,71.0,15.233,16.057,14.812,14.569,14.315
SDSS J081653.72+344535.8,L2,72.0,,,,14.436,14.091
SDSS J081733.99+393606.0,L0,70.0,,,,15.038,14.855
SDSS J081752.63+194727.6,L0,70.0,14.829,15.573,14.35,13.974,13.726
SDSS J081757.49+182405.0,L1,71.0,,,,13.425,13.184
SDSS J081757.49+182405.0,L2.0,72.0,,,,13.425,13.184
SDSS J081802.24+582920.9,L0,70.0,15.497,16.329,15.236,14.493,14.188
SDSS J081812.28+331048.2,L0,70.0,15.368,15.985,15.063,14.324,14.096
SDSS J081812.28+331048.2,L1.3,71.3,15.368,15.985,15.063,14.324,14.096
SDSS J081814.38+245337.4,L0,70.0,,,,14.666,14.406
SDSS J082030.12+103737.0,L9.5::,79.5,16.079,16.98,15.538,14.694,14.241
SDSS J082115.06+333651.2,L0,70.0,15.626,16.495,15.062,14.767,14.469
SDSS J082346.99+154947.4,L1,71.0,,,,14.874,14.685
SDSS J082539.87+310040.7,L1,71.0,,,,14.742,14.501
SDSS J082612.27+544735.4,L0,70.0,15.587,16.364,15.261,14.931,14.688
SDSS J082642.65+193922.0,L0,70.0,14.009,14.777,13.581,13.272,12.98
SDSS J082928.21+343954.0,L0,70.0,,,,14.51,14.252
SDSS J083027.24+220345.0,L0,70.0,14.806,15.662,14.458,14.114,13.892
SDSS J083122.08+153850.3,L1,71.0,,,,14.069,13.841
SDSS J083424.12+071916.2,L0,70.0,15.835,16.536,15.432,15.12,14.872
SDSS J083429.19+230855.0,L1,71.0,,,,14.439,14.233
SDSS J083545.33+222430.9,L0,70.0,14.927,15.735,14.447,14.162,13.918
SDSS J083611.43+450319.5,L1,71.0,,,,13.586,13.376
SDSS J083646.35+052642.6,L0,70.0,13.905,14.576,13.287,13.041,12.837
SDSS J083652.36+183544.9,L0,70.0,15.88,16.507,15.176,14.718,14.462
SDSS J083717.21-000018.0,T0,80.0,,,,15.362,14.729
SDSS J083717.21-000018.0,T1,81.0,,,,15.362,14.729
SDSS J083724.78+081603.9,L0,70.0,15.312,16.125,14.758,14.4,14.138
SDSS J083732.80+161737.5,L0,70.0,,,,14.849,14.712
SDSS J083759.75+195727.7,L0,70.0,15.566,16.364,14.933,14.818,14.668
SDSS J083926.25+433936.0,L0,70.0,15.661,16.51,15.279,14.834,14.523
